"كد دوره در نفت";"ترتيب";"كد دوره";"كد تخصصي";"ساعت";"عنوان دوره";"عنوان گروه تخصصي";"نوع دوره";"كد پيش نياز";"حداكثر ظرفيت";"اهداف دوره";"شرايط شركت كنندگان";"نحوه اجرا";"تجهيزات مورد نياز";"فضاي آموزشي";"روش تدريس";"منابع آموزشي";"شرايط مدرس";"مقطع تحصيلي و رشته";"تجربه تدريس";"تجربه حرفه اي";"سطح ارزيابي";"روش ارزيابي";"شاخص ارزيابي";"توضيحات";"شاخص ارزيابي1111";"شاخص ارزيابي11111"
630;51011;;"510";24;"مبدلهاي حرارتي - تعميرات و نگهداري";"تجهيزات فرآيندي - دستگاههاي ثابت";"شغلي";;12;"آشنايي فراگيران با نحوه تعميرات و نگهداري مبدلهاي حرارتي";"تكنسينها و كارشناسان تعميرات /بازرسي فني";"حضوري";;"كلاس";"تئوري-عملي";"كتاب - جزوه";"تجربه حرفه اي الزامي است";"كارشناسي مهندسي مكانيك / شيمي";"3";"5";"يادگيري";"آزمون";"60%";;;
631;51015;;"510";32;"مبدلهاي حرارتي - اختصاصي";"تجهيزات فرآيندي - دستگاههاي ثابت";"شغلي";;12;"آشنايي فراگيران با نحوه انتخاب و طراحي, بهره برداري ، تعمير و نگهداري مبدلهاي حرارتي اختصاصي";"كاركنان ادارات مهندسي / خدمات فني/ مهندسي فرآيند/ تعميرات/ بهره برداري /بازرسي فني";"حضوري";;"كلاس";"تئوري-عملي";"كتاب-جزوه";"تجربه حرفه اي الزامي است";"كارشناسي مهندسي مكانيك/ مهندسي شيمي";"3";"7";"يادگيري";"آزمون";"60%";;;
632;51016;;"510";32;"كولرهاي هوايي - اصول و مباني، تعميرات و نگهداري";"تجهيزات فرآيندي - دستگاههاي ثابت";"شغلي";;12;"توانمند سازي فراگيران در شناخت انواع كولرهاي هوايي و نحوه تعمير آنها";"كاركنان ادارات مهندسي / خدمات فني/ مهندسي فرآيند/ تعميرات/ بهره برداري /بازرسي فني";"حضوري";;"كارگاه";"تئوري-عملي";"كتاب - جزوه";"تجربه حرفه اي الزامي است";"كارشناسي مهندسي مكانيك/مهندسي شيمي";"3";"5";"يادگيري";"آزمون";"60%";;;
633;51022;;"510";32;"كوره ها - اختصاصي";"تجهيزات فرآيندي - دستگاههاي ثابت";"شغلي";;12;"آشنايي فراگيران با نحوه انتخاب و طراحي, بهره برداري ، تعمير و نگهداري كوره هاي اختصاصي";"كاركنان ادارات مهندسي / خدمات فني/ مهندسي فرآيند/ تعميرات/ بهره برداري /بازرسي فني";"حضوري";;"كلاس";"تئوري-عملي";"كتاب-جزوه";"تجربه حرفه اي الزامي است";"كارشناسي مهندسي مكانيك/ مهندسي شيمي";"3";"7";"يادگيري";"آزمون";"60%";;;
634;51028;;"510";32;"شيرهاي صنعتي - اختصاصي";"تجهيزات فرآيندي - دستگاههاي ثابت";"شغلي";;12;"آشنايي فراگيران با نحوه انتخاب و طراحي, بهره برداري ، تعمير و نگهداري شيرهاي صنعتي اختصاصي";"كاركنان ادارات مهندسي / خدمات فني/ مهندسي فرآيند/ تعميرات/ بهره برداري /بازرسي فني";"حضوري";;"كلاس";"تئوري-عملي";"كتاب-جزوه";"تجربه حرفه اي الزامي است";"كارشناسي مهندسي مكانيك/ مهندسي شيمي";"3";"7";"يادگيري";"آزمون";"60%";;;
635;51030;;"510";24;"جداكننده  هاي دو و سه فازي - تعميرات و نگهداري";"تجهيزات فرآيندي - دستگاههاي ثابت";"شغلي";"51029";12;"توانمند سازي فراگيران در نحوه تعمير  و نگهداري جدا كننده هاي دو  و سه فازي";"تكنسينها و كارشناسان تعميرات /بازرسي فني";"حضوري";;"كلاس";"تئوري-عملي";"كتاب - جزوه";"تجربه حرفه اي الزامي است";"كارشناسي مهندسي مكانيك / شيمي";"3";"5";"يادگيري";"آزمون";"60%";;;
636;51037;;"510";24;"برجهاي تقطير و تفكيك - تعمير و نگهداري";"تجهيزات فرآيندي - دستگاههاي ثابت";"شغلي";;12;"توانمند سازي فراگيران در نحوه تعمير  و نگهداري برج هاي تقطير و تفكيك";"تكنسينها و كارشناسان تعميرات /بازرسي فني";"حضوري";;"كلاس";"تئوري-عملي";"كتاب-جزوه";"تجربه حرفه اي الزامي است";"كارشناسي مهندسي مكانيك / شيمي";"3";"5";"يادگيري";"آزمون";"60%";;;
637;51041;;"510";32;"برجهاي تقطير و تفكيك - اختصاصي";"تجهيزات فرآيندي - دستگاههاي ثابت";"شغلي";;12;"آشنايي فراگيران با نحوه انتخاب و طراحي, بهره برداري ، تعمير و نگهداري برجهاي تقطير و تفكيك اختصاصي";"كاركنان ادارات مهندسي / خدمات فني/ مهندسي فرآيند/ تعميرات/ بهره برداري /بازرسي فني";"حضوري";;"كلاس";"تئوري-عملي";"كتاب-جزوه";"تجربه حرفه اي الزامي است";"كارشناسي مهندسي مكانيك/ مهندسي شيمي";"3";"7";"يادگيري";"آزمون";"60%";;;
638;51043;;"510";16;"برجهاي خنك كننده - تعمير و نگهداري";"تجهيزات فرآيندي - دستگاههاي ثابت";"شغلي";"51042";12;"توانمند سازي فراگيران در نحوه تعمير  و نگهداري برج هاي خنك كننده";"تكنسينها و كارشناسان تعميرات /بازرسي فني";"حضوري";;"كلاس";"تئوري-عملي";"كتاب - جزوه";"تجربه حرفه اي الزامي است";"كارشناسي مهندسي مكانيك / شيمي";"3";"5";"يادگيري";"آزمون";"60%";;;
639;51045;;"510";32;"تله هاي بخار - اختصاصي";"تجهيزات فرآيندي - دستگاههاي ثابت";"شغلي";;12;"آشنايي فراگيران با نحوه انتخاب و طراحي, بهره برداري ، تعمير و نگهداري تله هاي بخار اختصاصي";"كاركنان ادارات مهندسي / خدمات فني/ مهندسي فرآيند/ تعميرات/ بهره برداري /بازرسي فني";"حضوري";;"كلاس";"تئوري-عملي";"كتاب-جزوه";"تجربه حرفه اي الزامي است";"كارشناسي مهندسي مكانيك/ مهندسي شيمي";"3";"7";"يادگيري";"آزمون";"60%";;;
640;51046;;"510";16;"خشك كن ها";"تجهيزات فرآيندي - دستگاههاي ثابت";"شغلي";;12;"توانمند سازي فراگيران در  نحوه كار با خشكنها و روشهاي تعمير و نگهداري و انتخاب آنها";"كاركنان ادارات مهندسي / خدمات فني/ مهندسي فرآيند/ تعميرات/ بهره برداري /بازرسي فني";"حضوري";;"كلاس";"تئوري-عملي";"كتاب - جزوه";"تجربه حرفه اي الزامي است";"كارشناسي مهندسي مكانيك / شيمي";"3";"5";"يادگيري";"آزمون";"60%";;;
641;51047;;"510";8;"اجكتورها";"تجهيزات فرآيندي - دستگاههاي ثابت";"شغلي";;12;"توامندسازي فراگيران در نحوه كار و تعمير و نگهداري و طراحي اجكتورها";"كاركنان ادارات مهندسي / خدمات فني/ مهندسي فرآيند/ تعميرات/ بهره برداري /بازرسي فني";"حضوري";;"كلاس";"تئوري-عملي";"كتاب - جزوه";"تجربه حرفه اي الزامي است";"كارشناسي مهندسي مكانيك";"3";"5";"يادگيري";"آزمون";"60%";;;
642;51048;;"510";16;"راكتورها - اصول و مباني";"تجهيزات فرآيندي - دستگاههاي ثابت";"شغلي";;15;"آشنايي فراگيران با انواع راكتورها و نحوه كار با آنها";"كاركنان ادارات مهندسي / خدمات فني/ مهندسي فرآيند/ تعميرات/ بهره برداري /بازرسي فني";"حضوري";;"كلاس";"تئوري";"كتاب - جزوه";"تجربه حرفه اي الزامي است";"كارشناسي مهندسي مكانيك/مهندسي شيمي";"3";"5";"يادگيري";"آزمون";"60%";;;
643;51005;;"510";32;"مخازن ذخيره -  اصول انتخاب و طراحي بر اساس استاندارد API650";"تجهيزات فرآيندي - دستگاههاي ثابت";"شغلي";"51003";12;"تونمندسازي فراگيران در طراحي مخازن ذخيره بر اساس استاندارد API650";"كارشناسان ادارات مهندسي/خدمات فني /مهندسي پروژه";"حضوري";;"كلاس";"تئوري";"كتاب - جزوه";"تجربه حرفه اي الزامي است";"كارشناسي مهندسي مكانيك";"5";"10";"يادگيري";"آزمون";"60%";;;
644;75017;;"750";16;"حفاظت ساختمانها در برابر حريق";"مهندسي عمران - سيويل";"شغلي";;12;"تبيين نشريه 041";"كارشناسان مهندسي/مهندسي پروژه/امور زير بنايي/ساختمان/خدمات فني";"حضوري";;"كلاس";"تئوري";"كتاب";"ترجيحا با همكاري چند استاد ارائه گردد";"كارشناس ارشد مهندسي عمران-سازه / عمران-زلزله";"3";"5";"يادگيري";"آزمون";"60%";;;
645;20210;;"202";32;"زبان تخصصي آزمايشگاه شيمي";"زبان تخصصي - مشاغل فني";"شغلي";"06008";15;"آشنايي فراگيران با زبان و اصطلاحات انگليسي در زمينه آزمايشگاه شيمي";"كارشناسان آزمايشگاه شيمي/ پژوهشي";"حضوري";;"كلاس";"تئوري";"كتاب";"تجربه حرفه اي و داشتن مدرك TTI يا TTC يا TKTالزامي است";"ليسانس شيمي";"3";"5";"يادگيري";"آزمون";"ارائه مطلب يك نمونه پيشنهادي توسط فراگيران و 70%";;;
646;20216;;"202";32;"زبان تخصصي مهندسي مخازن";"زبان تخصصي - مشاغل فني";"شغلي";"06008";15;"آشنايي فراگيران با زبان و اصطلاحات انگليسي در زمينه مهندسي مخزن";"كارشناسان و تكنسين هاي مهندسي مخزن /بهره برداري بالا دستي";"حضوري";;"كلاس";"تئوري";"كتاب";"تجربه حرفه اي و داشتن مدرك TTI يا TTC يا TKTالزامي است";"كارشناسي مهندسي نفت مخزن";"3";"5";"يادگيري";"آزمون";"ارائه مطلب يك نمونه پيشنهادي توسط فراگيران و 70%";;;
647;20217;;"202";32;"زبان تخصصي مهندسي فرآيند";"زبان تخصصي - مشاغل فني";"شغلي";"06008";15;"آشنايي فراگيران با زبان و اصطلاحات انگليسي در زمينه مهندسي  فرآيند";"كارشناسان و تكنسينهاي بهره برداري و مهندسي فرآيند";"حضوري";;"كلاس";"تئوري";"كتاب";"تجربه حرفه اي و داشتن مدرك TTI يا TTC يا TKTالزامي است";"كارشناسي مهندسي شيمي";"3";"5";"يادگيري";"آزمون";"ارائه مطلب يك نمونه پيشنهادي توسط فراگيران و 70%";;;
648;20213;;"202";32;"زبان تخصصي بازرسي فني و متالورژي";"زبان تخصصي - مشاغل فني";"شغلي";"06008";15;"آشنايي فراگيران با زبان و اصطلاحات انگليسي در زمينه بازرسي فني و متالورژي";"كارشناسان و تكنسينهاي بازرسي فني /متالورژي/خوردگي و حفاظت فلزات /تعميرات";"حضوري";;"كلاس";"تئوري";"كتاب";"تجربه حرفه اي و داشتن مدرك TTI يا TTC يا TKTالزامي است";"كارشناسي مهندسي بازرسي فني و متالورژي/ مهندسي مكانيك";"3";"4";"يادگيري";"آزمون";"ارائه مطلب يك نمونه پيشنهادي توسط فراگيران و 70%";;;
650;20410;;"204";64;"زبان تخصصي مامايي";"زبان تخصصي - مشاغل غيرفني";"شغلي";"06012";15;"آشنايي فراگيران با زبان و اصطلاحات انگليسي در زمينه مامايي";"كارشناسان مامايي  بيمارستان / مراكزبهداشت خانواده /كلينيك زنان";"حضوري";;"كلاس";"تئوري";"كتاب";"تجربه حرفه اي و داشتن مدرك TTI يا TTC يا TKTالزامي است";"دكتراي مامايي/ متخصص زنان و زايمان";"5";"5";"يادگيري";"آزمون";"ارائه مطلب يك نمونه پيشنهادي توسط فراگيران و 70%";;;
651;52051;;"520";16;"روشهاي كاهش وكنترل ارتعاشات";"تجهيزات فرآيندي - دستگاههاي دوار";"شغلي";;12;"آشنايي با روشهاي كاهش و كنترل ارتعاشات و نحوه انجام آنها";"تكنسينها و كارشناسان تعميرات و بهره برداري";"حضوري";;"كلاس -آزمايشگاه";"تئوري-عملي";"جزوه-كتاب";"تجربه حرفه اي الزامي است";"مهندسي مكانيك";"3";"5";"يادگيري";"آزمون";"60%";;;
652;21423;;"214";16;"ايمني كار در فضاهاي بسته و محدود";"HSE - ايمني و آتش نشاني";"شغلي";;25;"ارتقاي آگاهيهاي كاركنان نسبت به خطرات فضاهاي بسته";"كارشناسان HSE، بهره برداري، تعميرات";"حضوري";;"كلاس-محيط كار";"تئوري-عملي";"كتاب- نرم افزار";;"كارشناس ايمني - آتش نشاني";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
653;21201;;"212";24;"آزبست";"HSE - بهداشت";"شغلي";;20;"شناخت آزبست و كنترل خطرات آن";"كليه سمتهاي بهداشت حرفه اي";"حضوري";;"كلاس";"تئوري";"كتاب - جزوه";;"كارشناس ارشد بهداشت صنعتي باگرايش عوامل شيميايي";"3";"5";"يادگيري";"آزمون";"70 از 100";;;
654;21210;;"212";8;"بيماريهاي ناشي از كار و پيشگيري از آن";"HSE - بهداشت";"شغلي";;;;;;;;;;;;;;;;;;;
655;21211;;"212";16;"بيماري هاي غواصي";"HSE - بهداشت";"شغلي";;20;"آشنايي با بيماريهاي غواصي با رويكرد پيشگيري";"تمامي سمتهاي بهداشت صنعتي در مناطق عملياتي";"حضوري";;"كلاس";"تئوري";"جزوه";;"پزشك متخصص طب كار";"5";"7";"يادگيري";"آزمون";"70 از 100";;;
656;21213;;"212";16;"تخليه و امداد پزشكي- Medevac";"HSE - بهداشت";"شغلي";;20;"آشنايي با تخليه و امداد پزشكي و نحوه مديريت زمان آن";"كليه سمتهاي بهداشت صنعتي";"حضوري";;"كلاس";"تئوري";"جزوه";;"پزشك متخصص طب اورژانس عضو هيات علمي";"3";"5";"يادگيري";"آزمون";"70 از 100";;;
657;21221;;"212";24;"شناسايي و كنترل آلاينده هاي شيميايي در محيط كار";"HSE - بهداشت";"شغلي";;20;"شناخت روشها و دستگاههاي كنترل آلاينده هاي شيميايي در محيط كار";"كليه سمتهاي بهداشت حرفه اي";"حضوري";;"كلاس";"تئوري";"كتاب";;"كارشناس ارشد بهداشت حرفه اي/ دكتري بهدلشت حرفه اي با گرايش عوامل شيميايي";"3";"5";"يادگيري";"آزمون";"70 از 100";;;
658;21224;;"212";24;"فرمولها، معادلات و محاسبات رياضي در بهداشت صنعتي";"HSE - بهداشت";"شغلي";;20;"ارتقا توانمندي فراگيران در استفاده از فرمولها و محاسبات تخصصي رياضي حوزه بهداشت حرفه اي";"كليه سمتهاي بهداشت صنعتي";"حضوري";;"كلاس - كارگاه";"تئوري-عملي";"كتاب - جزوه - نرم افزار";;"كارشناس ارشد بهداشت حرفه اي";"3";"5";"يادگيري";"آزمون";"70 از 100";;;
